timestamp,temperature,vibration,pressure,rotational_speed
2026-01-01 00:01:50,70.652,0.5195,30.447,1494.5
2026-01-01 00:01:51,70.357,0.5248,30.447,1495.7
2026-01-01 00:01:52,69.109,0.5456,29.486,1502.9
2026-01-01 00:01:53,67.831,0.5099,30.438,1486.0
2026-01-01 00:01:54,70.108,0.5245,29.353,1508.8
2026-01-01 00:01:55,69.206,0.487,29.513,1529.0
2026-01-01 00:01:56,70.349,0.5031,30.902,1473.7
2026-01-01 00:01:57,70.033,0.5054,30.78,1477.4
2026-01-01 00:01:58,72.403,0.5108,29.435,1490.3
2026-01-01 00:01:59,69.641,0.5386,29.413,1491.3
2026-01-01 00:02:00,68.465,0.5278,29.484,1540.0
2026-01-01 00:02:01,70.269,0.5022,30.586,1520.0
2026-01-01 00:02:02,70.33,0.4595,29.2,1518.9
2026-01-01 00:02:03,72.039,0.5034,30.285,1494.7
2026-01-01 00:02:04,71.253,0.4986,30.597,1494.3
2026-01-01 00:02:05,70.535,0.5097,29.929,1471.0
2026-01-01 00:02:06,72.195,0.6103,30.808,1515.6
2026-01-01 00:02:07,68.217,0.4738,29.757,1509.8
2026-01-01 00:02:08,69.04,0.5211,29.829,1525.7
2026-01-01 00:02:09,68.61,0.5534,29.218,1495.8
2026-01-01 00:02:10,69.415,0.5049,30.814,1497.2
2026-01-01 00:02:11,67.935,0.6169,29.387,1503.4
2026-01-01 00:02:12,70.953,0.4811,30.28,1517.8
2026-01-01 00:02:13,69.667,0.5162,29.943,1470.6
2026-01-01 00:02:14,67.794,0.4601,29.158,1514.7
2026-01-01 00:02:15,68.477,0.4824,29.513,1499.6
2026-01-01 00:02:16,70.47,0.5124,31.106,1478.8
2026-01-01 00:02:17,71.257,0.5423,30.161,1458.3
2026-01-01 00:02:18,72.995,0.516,29.193,1497.3
2026-01-01 00:02:19,74.371,0.563,30.244,1529.0
2026-01-01 00:02:20,70.622,0.4953,29.883,1533.5
2026-01-01 00:02:21,68.516,0.4834,32.763,1507.1
2026-01-01 00:02:22,66.802,0.6352,30.228,1539.2
2026-01-01 00:02:23,70.402,0.5197,29.696,1499.1
2026-01-01 00:02:24,68.781,0.464,31.136,1519.1
2026-01-01 00:02:25,69.377,0.4653,28.527,1491.0
2026-01-01 00:02:26,69.082,0.4529,30.075,1489.7
2026-01-01 00:02:27,69.789,0.5468,31.596,1486.4
2026-01-01 00:02:28,71.599,0.4818,29.907,1458.8
2026-01-01 00:02:29,70.236,0.5064,28.613,1525.7
2026-01-01 00:02:30,69.762,0.4968,29.683,1487.2
2026-01-01 00:02:31,68.447,0.5366,31.164,1484.0
2026-01-01 00:02:32,67.488,0.4577,30.301,1476.4
2026-01-01 00:02:33,69.271,0.4462,29.329,1495.9
2026-01-01 00:02:34,69.919,0.5112,29.452,1535.3
2026-01-01 00:02:35,72.652,0.53,29.552,1541.9
2026-01-01 00:02:36,70.195,0.5166,30.289,1466.8
2026-01-01 00:02:37,71.474,0.4595,31.071,1492.9
2026-01-01 00:02:38,69.251,0.5339,30.842,1479.3
2026-01-01 00:02:39,68.223,0.4628,30.365,1519.8
2026-01-01 00:02:40,68.552,0.4739,28.935,1505.7
2026-01-01 00:02:41,68.912,0.4528,28.938,1487.3
2026-01-01 00:02:42,73.193,0.5651,30.427,1501.5
2026-01-01 00:02:43,68.768,0.5317,28.924,1490.5
2026-01-01 00:02:44,71.258,0.5302,29.82,1532.3
2026-01-01 00:02:45,68.646,0.5624,30.243,1510.9
2026-01-01 00:02:46,71.397,0.6406,29.09,1513.4
2026-01-01 00:02:47,70.577,0.4145,29.181,1446.7
2026-01-01 00:02:48,69.765,0.4631,29.925,1498.7
2026-01-01 00:02:49,69.939,0.4692,30.403,1541.7
2026-01-01 00:02:50,69.018,0.4575,30.849,1526.5
2026-01-01 00:02:51,70.669,0.4461,30.486,1463.1
2026-01-01 00:02:52,69.318,0.485,30.059,1493.7
2026-01-01 00:02:53,68.162,0.4392,29.403,1476.0
2026-01-01 00:02:54,68.083,0.5168,29.143,1534.2
2026-01-01 00:02:55,70.259,0.5026,29.591,1504.9
2026-01-01 00:02:56,72.369,0.5241,30.328,1484.6
2026-01-01 00:02:57,70.24,0.5254,30.269,1500.7
2026-01-01 00:02:58,69.822,0.5302,28.32,1447.9
2026-01-01 00:02:59,70.429,0.4813,29.371,1478.3
2026-01-01 00:03:00,71.959,0.6061,30.964,1500.7
2026-01-01 00:03:01,70.329,0.5117,30.063,1516.9
2026-01-01 00:03:02,69.384,0.4069,28.866,1461.2
2026-01-01 00:03:03,71.659,0.4499,31.885,1492.4
2026-01-01 00:03:04,70.643,0.413,29.977,1520.2
2026-01-01 00:03:05,72.304,0.5009,30.307,1471.0
2026-01-01 00:03:06,70.275,0.4939,30.32,1504.6
2026-01-01 00:03:07,68.163,0.4766,29.706,1501.3
2026-01-01 00:03:08,67.948,0.6005,29.418,1534.3
2026-01-01 00:03:09,72.476,0.5274,31.697,1495.4
2026-01-01 00:03:10,72.585,0.5363,30.803,1496.6
2026-01-01 00:03:11,69.731,0.4534,30.658,1517.1
2026-01-01 00:03:12,69.425,0.45,30.461,1473.5
2026-01-01 00:03:13,72.192,0.5018,29.197,1495.6
2026-01-01 00:03:14,68.339,0.5087,31.022,1490.9
2026-01-01 00:03:15,68.658,0.4072,29.325,1497.2
2026-01-01 00:03:16,70.965,0.491,30.227,1517.0
2026-01-01 00:03:17,69.408,0.5007,28.688,1511.1
2026-01-01 00:03:18,69.992,0.4892,28.367,1485.0
2026-01-01 00:03:19,69.755,0.4593,30.255,1502.7
2026-01-01 00:03:20,70.506,0.473,29.353,1529.8
2026-01-01 00:03:21,72.111,0.4912,28.409,1483.4
2026-01-01 00:03:22,70.136,0.5045,30.432,1502.9
2026-01-01 00:03:23,70.966,0.5302,31.696,1496.1
2026-01-01 00:03:24,66.925,0.554,31.112,1498.7
2026-01-01 00:03:25,69.927,0.4853,29.794,1467.4
2026-01-01 00:03:26,68.735,0.4772,30.007,1528.2
2026-01-01 00:03:27,68.172,0.5219,30.71,1484.5
2026-01-01 00:03:28,68.683,0.5305,30.898,1520.5
2026-01-01 00:03:29,69.499,0.4783,29.725,1487.6
2026-01-01 00:03:30,71.374,0.5395,30.027,1487.5
2026-01-01 00:03:31,68.01,0.549,30.24,1524.3
2026-01-01 00:03:32,70.046,0.5646,30.443,1519.9
2026-01-01 00:03:33,69.274,0.5889,29.894,1504.2
2026-01-01 00:03:34,69.508,0.4567,29.904,1515.2
2026-01-01 00:03:35,71.504,0.5007,31.104,1494.2
2026-01-01 00:03:36,70.807,0.5006,30.968,1499.8
2026-01-01 00:03:37,72.006,0.4951,30.382,1486.8
2026-01-01 00:03:38,69.768,0.4675,31.375,1518.1
2026-01-01 00:03:39,68.956,0.4257,29.691,1486.1
2026-01-01 00:03:40,69.664,0.5046,31.298,1529.7
2026-01-01 00:03:41,70.364,0.4616,30.434,1493.7
2026-01-01 00:03:42,70.265,0.5043,32.617,1500.4
2026-01-01 00:03:43,68.373,0.4603,29.046,1515.2
2026-01-01 00:03:44,70.136,0.445,29.449,1500.5
2026-01-01 00:03:45,70.342,0.5117,30.335,1494.0
2026-01-01 00:03:46,73.776,0.5075,30.318,1499.4
2026-01-01 00:03:47,72.815,0.529,31.56,1517.9
2026-01-01 00:03:48,68.72,0.6093,29.465,1486.7
2026-01-01 00:03:49,69.569,0.5139,30.724,1497.5
2026-01-01 00:03:50,67.805,0.5243,30.93,1500.2
2026-01-01 00:03:51,69.114,0.4461,30.564,1517.3
2026-01-01 00:03:52,70.473,0.4357,29.231,1498.0
2026-01-01 00:03:53,71.809,0.5791,31.126,1536.2
2026-01-01 00:03:54,68.906,0.4538,30.983,1496.9
2026-01-01 00:03:55,69.019,0.4478,30.48,1495.2
2026-01-01 00:03:56,66.779,0.498,30.163,1496.6
2026-01-01 00:03:57,69.756,0.4955,30.181,1473.7
2026-01-01 00:03:58,68.406,0.4549,29.937,1479.3
2026-01-01 00:03:59,69.206,0.4848,30.513,1489.4
2026-01-01 00:04:00,68.685,0.5615,30.025,1522.7
2026-01-01 00:04:01,69.859,0.4597,29.321,1499.3
2026-01-01 00:04:02,67.363,0.4303,29.161,1490.3
2026-01-01 00:04:03,67.799,0.5471,29.398,1524.5
2026-01-01 00:04:04,73.194,0.5246,30.178,1531.0
2026-01-01 00:04:05,68.069,0.469,29.978,1525.1
2026-01-01 00:04:06,68.355,0.4209,30.172,1482.9
2026-01-01 00:04:07,72.755,0.4628,30.401,1490.1
2026-01-01 00:04:08,74.358,0.4973,29.498,1536.3
2026-01-01 00:04:09,68.243,0.5583,31.173,1504.8
2026-01-01 00:04:10,69.448,0.4482,29.786,1494.6
2026-01-01 00:04:11,70.512,0.4958,29.653,1514.4
2026-01-01 00:04:12,72.593,0.5338,30.386,1520.1
2026-01-01 00:04:13,68.52,0.3809,28.531,1488.6
2026-01-01 00:04:14,69.632,0.5517,29.368,1504.4
2026-01-01 00:04:15,71.166,0.4409,30.785,1518.5
2026-01-01 00:04:16,70.652,0.5166,28.61,1476.8
2026-01-01 00:04:17,69.436,0.5123,30.894,1500.2
2026-01-01 00:04:18,69.799,0.5542,31.209,1477.7
2026-01-01 00:04:19,67.938,0.5275,29.704,1480.3
2026-01-01 00:04:20,69.643,0.3811,30.233,1488.7
2026-01-01 00:04:21,69.6,0.4608,30.895,1509.5
2026-01-01 00:04:22,70.348,0.5069,29.627,1493.6
2026-01-01 00:04:23,69.167,0.4903,30.694,1487.0
2026-01-01 00:04:24,70.707,0.5239,29.463,1501.0
2026-01-01 00:04:25,71.519,0.5395,29.618,1477.1
2026-01-01 00:04:26,70.233,0.5304,29.361,1508.6
2026-01-01 00:04:27,70.528,0.4893,30.274,1522.6
2026-01-01 00:04:28,70.08,0.4077,30.926,1498.4
2026-01-01 00:04:29,70.0,0.4772,29.853,1495.9
2026-01-01 00:04:30,97.127,2.2649,19.472,1507.5
2026-01-01 00:04:31,70.475,0.4455,29.134,1459.4
2026-01-01 00:04:32,69.854,0.5316,30.316,1510.7
2026-01-01 00:04:33,73.14,0.5454,31.475,1562.0
2026-01-01 00:04:34,72.36,0.5063,30.315,1497.5
2026-01-01 00:04:35,70.579,0.3468,29.69,1497.6
2026-01-01 00:04:36,68.855,0.4361,30.613,1514.9
2026-01-01 00:04:37,68.331,0.5943,29.808,1532.9
2026-01-01 00:04:38,71.787,0.4727,29.697,1519.5
2026-01-01 00:04:39,70.394,0.4008,29.233,1456.9
2026-01-01 00:04:40,70.72,0.5618,31.127,1511.3
2026-01-01 00:04:41,67.383,0.5007,27.969,1551.4
2026-01-01 00:04:42,71.391,0.5552,30.638,1512.4
2026-01-01 00:04:43,70.682,0.5138,29.629,1476.9
2026-01-01 00:04:44,68.334,0.5229,29.672,1505.6
2026-01-01 00:04:45,69.293,0.5182,31.354,1474.4
2026-01-01 00:04:46,70.396,0.5349,29.429,1524.7
2026-01-01 00:04:47,70.079,0.6139,29.456,1480.9
2026-01-01 00:04:48,69.562,0.5486,29.896,1501.5
2026-01-01 00:04:49,69.845,0.421,30.331,1482.8
2026-01-01 00:04:50,69.622,0.5223,29.647,1489.1
2026-01-01 00:04:51,70.229,0.5571,28.741,1529.7
2026-01-01 00:04:52,72.207,0.5601,29.307,1502.1
2026-01-01 00:04:53,87.226,1.6861,25.615,1488.8
2026-01-01 00:04:54,69.645,0.5582,30.06,1477.1
2026-01-01 00:04:55,70.265,0.5464,30.361,1462.6
2026-01-01 00:04:56,70.444,0.6286,29.791,1475.0
2026-01-01 00:04:57,69.442,0.4625,29.472,1502.2
2026-01-01 00:04:58,67.365,0.4746,31.342,1519.6
2026-01-01 00:04:59,94.903,2.6924,22.27,1488.8
2026-01-01 00:05:00,72.591,0.4755,29.645,1531.4
2026-01-01 00:05:01,67.699,0.4555,30.877,1485.6
2026-01-01 00:05:02,71.296,0.3619,29.422,1495.2
2026-01-01 00:05:03,69.507,0.4783,29.524,1478.4
2026-01-01 00:05:04,69.908,0.5185,30.008,1519.8
2026-01-01 00:05:05,68.421,0.4753,30.0,1542.0
2026-01-01 00:05:06,69.498,0.5968,30.208,1464.8
2026-01-01 00:05:07,71.95,0.5007,31.673,1493.1
2026-01-01 00:05:08,70.874,0.5646,30.269,1525.3
2026-01-01 00:05:09,72.598,0.5131,28.098,1471.1
2026-01-01 00:05:10,71.766,0.5413,30.261,1511.3
2026-01-01 00:05:11,70.659,0.514,30.03,1524.4
2026-01-01 00:05:12,72.616,0.5684,30.035,1501.6
2026-01-01 00:05:13,70.658,0.5028,30.197,1511.0
2026-01-01 00:05:14,71.242,0.5248,29.977,1535.2
2026-01-01 00:05:15,69.555,0.5183,29.958,1539.0
2026-01-01 00:05:16,70.1,0.4856,30.49,1498.8
2026-01-01 00:05:17,68.954,0.5202,29.566,1489.4
2026-01-01 00:05:18,71.484,0.6117,29.242,1481.6
2026-01-01 00:05:19,68.233,0.4865,32.419,1519.5
2026-01-01 00:05:20,71.174,0.521,29.427,1472.6
2026-01-01 00:05:21,69.714,0.5629,30.08,1494.9
2026-01-01 00:05:22,71.757,0.557,28.803,1502.1
2026-01-01 00:05:23,71.126,0.5006,30.093,1489.9
2026-01-01 00:05:24,72.731,0.3808,29.253,1505.6
2026-01-01 00:05:25,71.096,0.5258,29.646,1551.3
2026-01-01 00:05:26,67.642,0.389,30.836,1497.6
2026-01-01 00:05:27,69.9,0.5735,30.378,1491.3
2026-01-01 00:05:28,68.242,0.5085,30.455,1520.3
2026-01-01 00:05:29,69.223,0.55,28.583,1504.8
2026-01-01 00:05:30,72.267,0.4549,31.47,1528.8
2026-01-01 00:05:31,70.956,0.4224,29.046,1503.3
2026-01-01 00:05:32,68.952,0.513,31.223,1495.0
2026-01-01 00:05:33,68.479,0.4983,30.817,1464.3
2026-01-01 00:05:34,70.049,0.4754,30.462,1467.6
2026-01-01 00:05:35,68.175,0.5042,29.316,1463.3
2026-01-01 00:05:36,68.993,0.6384,30.121,1507.6
2026-01-01 00:05:37,70.468,0.5417,29.623,1472.8
2026-01-01 00:05:38,71.733,0.5525,30.023,1525.1
2026-01-01 00:05:39,70.913,0.5422,29.8,1500.6
2026-01-01 00:05:40,66.563,0.574,28.369,1495.1
2026-01-01 00:05:41,70.457,0.4905,30.897,1483.1
2026-01-01 00:05:42,70.108,0.3973,29.935,1512.4
2026-01-01 00:05:43,70.621,0.4906,29.612,1483.9
2026-01-01 00:05:44,72.424,0.5406,29.552,1480.3
2026-01-01 00:05:45,66.905,0.4515,30.287,1523.8
2026-01-01 00:05:46,69.113,0.4912,29.285,1507.1
2026-01-01 00:05:47,70.886,0.4654,28.196,1495.3
2026-01-01 00:05:48,67.628,0.5751,30.326,1512.8
2026-01-01 00:05:49,72.214,0.5375,30.415,1500.2
2026-01-01 00:05:50,70.553,0.5326,29.84,1507.7
2026-01-01 00:05:51,71.27,0.5311,29.082,1483.7
2026-01-01 00:05:52,69.144,0.4981,30.071,1541.4
2026-01-01 00:05:53,71.221,0.5099,28.828,1488.4
2026-01-01 00:05:54,71.603,0.4407,29.178,1531.1
2026-01-01 00:05:55,70.349,0.3907,29.399,1496.2
2026-01-01 00:05:56,70.352,0.5075,30.675,1516.1
2026-01-01 00:05:57,70.406,0.5162,29.71,1514.7
2026-01-01 00:05:58,68.705,0.5605,29.642,1522.9
2026-01-01 00:05:59,69.779,0.5786,31.564,1483.2
2026-01-01 00:06:00,69.771,0.5785,30.282,1521.5
2026-01-01 00:06:01,70.575,0.4501,30.271,1536.9
2026-01-01 00:06:02,71.5,0.4824,29.704,1494.8
2026-01-01 00:06:03,68.412,0.524,29.523,1500.7
2026-01-01 00:06:04,69.812,0.6266,28.251,1489.5
2026-01-01 00:06:05,72.222,0.574,30.775,1493.1
2026-01-01 00:06:06,68.885,0.556,30.359,1534.2
2026-01-01 00:06:07,68.767,0.4806,29.857,1479.9
2026-01-01 00:06:08,70.303,0.4558,29.89,1481.2
2026-01-01 00:06:09,71.267,0.5394,30.589,1532.2
2026-01-01 00:06:10,70.017,0.445,28.756,1512.5
2026-01-01 00:06:11,71.993,0.4881,29.528,1542.4
2026-01-01 00:06:12,71.285,0.4943,29.091,1491.0
2026-01-01 00:06:13,71.263,0.5796,31.417,1502.5
2026-01-01 00:06:14,70.831,0.4823,30.701,1486.8
2026-01-01 00:06:15,73.491,0.378,28.238,1502.9
2026-01-01 00:06:16,69.692,0.5252,28.789,1464.5
2026-01-01 00:06:17,66.995,0.465,29.894,1513.7
2026-01-01 00:06:18,72.406,0.5021,29.622,1506.5
2026-01-01 00:06:19,69.313,0.4957,28.94,1498.8
2026-01-01 00:06:20,70.162,0.4863,31.556,1492.2
2026-01-01 00:06:21,71.964,0.5395,30.25,1482.1
2026-01-01 00:06:22,67.597,0.4234,30.38,1514.6
2026-01-01 00:06:23,68.123,0.4741,29.446,1476.6
2026-01-01 00:06:24,67.598,0.5342,30.578,1510.2
2026-01-01 00:06:25,68.809,0.4693,29.696,1541.5
2026-01-01 00:06:26,70.659,0.4196,29.773,1529.7
2026-01-01 00:06:27,70.786,0.5334,30.489,1469.9
2026-01-01 00:06:28,70.414,0.5562,28.697,1489.3
2026-01-01 00:06:29,67.881,0.4978,31.278,1508.4
2026-01-01 00:06:30,66.535,0.402,30.146,1498.6
2026-01-01 00:06:31,70.082,0.5353,31.025,1472.0
2026-01-01 00:06:32,69.292,0.417,29.14,1507.7
2026-01-01 00:06:33,70.689,0.5154,29.261,1499.8
2026-01-01 00:06:34,71.053,0.4556,29.07,1538.3
2026-01-01 00:06:35,70.207,0.442,30.2,1494.9
2026-01-01 00:06:36,71.14,0.4779,30.053,1523.4
2026-01-01 00:06:37,70.344,0.4908,29.628,1474.7
2026-01-01 00:06:38,70.795,0.4678,29.189,1479.4
2026-01-01 00:06:39,83.517,1.8371,21.474,1514.4
2026-01-01 00:06:40,69.731,0.4777,29.961,1521.7
2026-01-01 00:06:41,70.295,0.549,29.628,1480.9
2026-01-01 00:06:42,71.231,0.5141,29.452,1500.5
2026-01-01 00:06:43,69.409,0.4651,31.238,1472.4
2026-01-01 00:06:44,70.782,0.4567,29.934,1496.4
2026-01-01 00:06:45,69.601,0.4176,31.016,1516.7
2026-01-01 00:06:46,69.824,0.5145,29.573,1491.3
2026-01-01 00:06:47,71.244,0.4823,30.196,1495.0
2026-01-01 00:06:48,67.01,0.3814,29.956,1477.4
2026-01-01 00:06:49,68.055,0.4732,28.642,1487.0
2026-01-01 00:06:50,67.777,0.4549,31.143,1535.2
2026-01-01 00:06:51,66.5,0.5788,29.892,1501.5
2026-01-01 00:06:52,68.983,0.4149,30.597,1480.0
2026-01-01 00:06:53,71.124,0.4279,29.398,1493.7
2026-01-01 00:06:54,69.573,0.5555,29.868,1468.1
2026-01-01 00:06:55,70.297,0.5678,29.307,1479.7
2026-01-01 00:06:56,71.634,0.4628,30.989,1527.2
2026-01-01 00:06:57,71.992,0.4684,30.249,1497.2
2026-01-01 00:06:58,100.595,1.749,21.594,1537.8
2026-01-01 00:06:59,72.03,0.3836,31.087,1498.1
2026-01-01 00:07:00,70.138,0.4069,30.925,1499.3
2026-01-01 00:07:01,68.744,0.486,30.612,1512.8
2026-01-01 00:07:02,69.108,0.5775,28.863,1446.5
2026-01-01 00:07:03,67.779,0.4782,29.443,1504.1
2026-01-01 00:07:04,68.668,0.505,29.197,1499.0
2026-01-01 00:07:05,69.463,0.5567,30.582,1529.7
2026-01-01 00:07:06,71.205,0.6053,30.137,1519.3
2026-01-01 00:07:07,72.581,0.4712,28.888,1477.3
2026-01-01 00:07:08,67.927,0.4992,29.849,1524.8
2026-01-01 00:07:09,70.589,0.5911,28.805,1494.8
2026-01-01 00:07:10,68.439,0.4239,29.957,1481.9
2026-01-01 00:07:11,70.712,0.5514,28.676,1503.9
2026-01-01 00:07:12,69.803,0.4491,30.423,1495.9
2026-01-01 00:07:13,67.254,0.5051,30.302,1530.8
2026-01-01 00:07:14,71.392,0.4879,31.526,1506.8
2026-01-01 00:07:15,69.092,0.4521,30.678,1504.1
2026-01-01 00:07:16,69.199,0.4508,29.662,1518.0
2026-01-01 00:07:17,68.395,0.5138,30.654,1521.9
2026-01-01 00:07:18,69.019,0.5498,28.882,1515.7
2026-01-01 00:07:19,70.642,0.4935,29.23,1528.4
2026-01-01 00:07:20,69.716,0.5035,30.267,1512.2
2026-01-01 00:07:21,70.493,0.5286,28.273,1503.4
2026-01-01 00:07:22,70.543,0.4514,29.97,1524.8
2026-01-01 00:07:23,71.981,0.537,29.184,1498.2
2026-01-01 00:07:24,69.486,0.541,30.081,1500.7
2026-01-01 00:07:25,67.785,0.6302,29.138,1534.4
2026-01-01 00:07:26,71.601,0.4812,30.339,1532.4
2026-01-01 00:07:27,69.503,0.4771,30.015,1499.8
2026-01-01 00:07:28,71.672,0.5384,31.12,1490.9
2026-01-01 00:07:29,70.575,0.541,30.005,1529.3
2026-01-01 00:07:30,69.803,0.4732,29.385,1516.0
